company_id,type,rule_id,text,confidence_pct
NAUKRI,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,73
NAUKRI,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
NESTLEIND,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,99
NESTLEIND,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,99
NESTLEIND,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,76
NESTLEIND,pro,P08,Consistent dividend yield above 2% backed by positive free cash flow,71
NESTLEIND,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,70
NHPC,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,70
NHPC,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,70
NHPC,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,73
NHPC,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,73
NHPC,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,99
NHPC,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,78
NHPC,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,70
NTPC,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,71
NTPC,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,71
NTPC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,71
ONGC,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
ONGC,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,70
PFC,con,C06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,73
PFC,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,73
PFC,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,92
PFC,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,75
PFC,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,73
PIDILITIND,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
PIDILITIND,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,72
PNB,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,75
PNB,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,70
PNB,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,71
POWERGRID,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
POWERGRID,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,90
POWERGRID,pro,P08,Consistent dividend yield above 2% backed by positive free cash flow,71
RECLTD,con,C02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90
RECLTD,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,70
RECLTD,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,76
RECLTD,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95
RECLTD,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,71
RELIANCE,pro,P08,Consistent dividend yield above 2% backed by positive free cash flow,72
SBILIFE,pro,P03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,72
SBILIFE,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,73
SBILIFE,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,72
SBILIFE,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
SBIN,con,C06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,73
SBIN,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,91
SBIN,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,95
SHREECEM,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,71
SHREECEM,pro,P08,Consistent dividend yield above 2% backed by positive free cash flow,71
SHRIRAMFIN,con,C02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,99
SHRIRAMFIN,con,C06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,72
SHRIRAMFIN,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,72
SHRIRAMFIN,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,84
SHRIRAMFIN,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
SHRIRAMFIN,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,71
SHRIRAMFIN,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,71
SIEMENS,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,81
SIEMENS,pro,P08,Consistent dividend yield above 2% backed by positive free cash flow,71
SIEMENS,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,71
SIEMENS,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
SUNPHARMA,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,70
SUNPHARMA,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,71
SUNPHARMA,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,79
SUNPHARMA,pro,P08,Consistent dividend yield above 2% backed by positive free cash flow,71
SUNPHARMA,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74
TATACONSUM,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,99
TATACONSUM,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,70
TATACONSUM,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,70
TATACONSUM,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,73
TATAMOTORS,pro,P08,Consistent dividend yield above 2% backed by positive free cash flow,71
TATAMOTORS,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,84
TATAMOTORS,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,72
TATAPOWER,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,70
TATAPOWER,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,70
TATAPOWER,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,72
TATASTEEL,con,C04,Company reported a net loss in the most recent financial year,70
TATASTEEL,con,C05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,70
TATASTEEL,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,70
TATASTEEL,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,70
TATASTEEL,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,70
TATASTEEL,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81
TCS,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,99
TCS,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,99
TCS,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,70
TCS,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
TCS,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,70
TCS,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,71
TECHM,con,C07,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",72
TECHM,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,99
TECHM,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,70
TECHM,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,79
TITAN,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,85
TITAN,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,70
TITAN,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
TITAN,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,70
TITAN,pro,P08,Consistent dividend yield above 2% backed by positive free cash flow,71
TITAN,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,71
TITAN,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,70
TITAN,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
TORNTPHARM,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
TORNTPHARM,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,72
TORNTPHARM,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,73
TORNTPHARM,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75
TRENT,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,77
TRENT,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,87
TRENT,pro,P08,Consistent dividend yield above 2% backed by positive free cash flow,71
TRENT,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,88
TRENT,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,70
TVSMOTOR,con,C01,Debt-to-equity ratio of 3.83 is elevated for a non-financial company and warrants monitoring,73
TVSMOTOR,con,C02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,70
TVSMOTOR,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,71
TVSMOTOR,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,71
TVSMOTOR,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,70
